Coluna A,Coluna B,Coluna C,Classe
alvesandre,Android 3.2.4,Designer de moda,0
luiz-miguel49,Android 1.6,Promotor público/de justiça,0
nrodrigues,Android 10,Operador de telemarketing,0
André da Cunha,30150130501486,+55 (081) 7304-8695,1
marinamonteiro,Android 5.0,Fisiculturista,0
Ana Beatriz Mendes,6571602186020227,(061) 8506 5020,1
Rafaela Martins,213138263645203,+55 51 1440 4217,1
kaique05,Android 2.3.4,Laboratorista,0
ndias,Android 7.1.1,Administrador de banco de dados DBA,0
oliveiraalexandre,Android 1.0,Clarinetista,0
Lorena Farias,630403774320,+55 (084) 4299 2015,1
amandada-conceicao,Android 4.3,Jogador de basquete,0
Dr. Noah Barbosa,3511699012322579,71 3637 8924,1
Marcela da Mota,6543517832566735,0500 026 7424,1
limaemanuelly,Android 5.1,Crítico,0
Maria Cecília Vieira,213151193553652,31 0341-8934,1
lara98,Android 2.3.2,Garçom,0
nicolasfarias,Android 2.3.3,Penhorista,0
Eloah Lopes,4955043081554625,(061) 9199 5732,1
joaquim26,Android 2.2,Gravurista,0
Clarice Farias,340592528951499,+55 (041) 3125 0553,1
Valentina da Mota,2500148264786557,0800 535 5960,1
Isis Silveira,370042428322931,+55 (081) 4458-9997,1
daniel88,Android 1.1,Desembargador de justiça,0
Ana Carolina Aragão,573927201372,+55 (084) 4273-0314,1
Sra. Natália das Neves,372159562241467,21 0383 1431,1
carvalhovalentina,Android 3.2.3,Engenheiro agrícola,0
Cauê Dias,675987053989,84 1700-8966,1
xcavalcanti,Android 3.2.2,Harpista,0
Valentina Novaes,30514011823501,81 8322 8987,1
Agatha Almeida,4770508577537659,+55 21 0877-8817,1
Igor Fogaça,4590427165214175,+55 (084) 0190 2675,1
Kevin Araújo,4712357096737400476,11 3812-2615,1
Lucas Gabriel Peixoto,347731863679637,+55 21 9256 7728,1
wcorreia,Android 4.0.2,Radiooperador de vôo,0
caroline10,Android 7.0,Museólogo,0
Erick da Luz,180060407389465,71 2042 2304,1
caio20,Android 3.0,Engenheiro de projetos,0
Bianca Cardoso,6575029418470507,0800 729 9848,1
benjaminporto,Android 2.2.1,Gerente de vendas,0
Srta. Valentina Teixeira,4041160477963172,41 6075-9162,1
barrosrodrigo,Android 2.0.1,Técnico em segurança do trabalho,0
Leandro Silveira,4331443449843,71 3974-4149,1
isales,Android 5.1.1,Patologista,0
gomescalebe,Android 4.0.4,Cientista político,0
matheussouza,Android 7.1.1,Profissional de comércio exterior,0
Vicente Nascimento,588419327758,(041) 4165-1093,1
Nina Nunes,6011881258814661,(051) 3238-4412,1
cardosoluiz-miguel,Android 4.4,Gerente de banco,0
natalia73,Android 2.3.5,Tecnólogo em silvicultura,0
laranunes,Android 2.3.2,Personal stylist,0
Brenda Castro,4278386492170048,(081) 5282 5521,1
Luiz Felipe Silveira,180085790407616,+55 (041) 7610 4203,1
Esther Araújo,6011941818538372,61 3423-1348,1
Nicole Nunes,3541623242636115,+55 (061) 4475-5759,1
Agatha Carvalho,3503003165968843,21 9497-8163,1
luanacorreia,Android 2.3.3,Datilógrafo,0
Felipe Viana,3501939752732286,(071) 3544-2239,1
Sr. Luiz Otávio Pires,38334736269258,+55 (021) 2178-1172,1
qda-paz,Android 5.0.2,Educador,0
Nicolas Ribeiro,3524510443244636,+55 (031) 7202 9953,1
Rebeca Araújo,180085722148338,0500 443 5123,1
zbarros,Android 2.1,Tecnólogo em automação industrial,0
maysaazevedo,Android 8.1.0,Ceramista,0
anovaes,Android 4.4,Engenheiro de telecomunicações,0
ofreitas,Android 2.0,Taxista,0
paulo70,Android 3.2.1,Pedagogo,0
Gustavo Henrique Sales,4782005555095357304,21 0499 0268,1
brendapeixoto,Android 11,Redator,0
da-cunharafael,Android 4.1.1,Diretor de cinema,0
claracunha,Android 4.2,Açougueiro,0
cavalcantivalentina,Android 2.0.1,Cabeleireiro,0
cunhadavi-luiz,Android 2.0.1,Neurologista,0
Cecília Barros,213182216344613,(011) 9543 4013,1
Rafael Moraes,4225481810460975,+55 81 5098 2197,1
luiz-otaviorezende,Android 4.0.4,Escriturário,0
Davi Lucca Campos,3502141500761613,+55 (021) 8879 7633,1
amonteiro,Android 8.1.0,Separador,0
Catarina Peixoto,4388933407962,(061) 6444-5815,1
vvieira,Android 4.3,Cirurgião dentista,0
wmoura,Android 2.2,Armeiro,0
tda-paz,Android 4.0.1,Técnico em documentação,0
Amanda Silveira,569798750885,81 1451-1801,1
emillyferreira,Android 3.0,Navegador,0
silvalavinia,Android 2.0,Fundidor,0
rebeca41,Android 4.4.3,Consultor de radiestesia,0
Stella Pires,4323993863510432,+55 61 8276 6269,1
Cauã Ferreira,2267404721872792,(051) 9996 3289,1
Cauê da Rosa,6576071012615219,+55 (051) 5979-9378,1
vieiramilena,Android 4.2.1,Instalador de painéis,0
Sra. Ana Julia da Rocha,378730704452982,(081) 9894 6027,1
Dr. Fernando Vieira,213142643374468,+55 61 2067 6855,1
da-cunhaclarice,Android 5.1.1,Gerente de vendas,0
peixotodiego,Android 3.1,Lanterneiro,0
Rafael Nascimento,213121553386878,+55 (051) 2933-6034,1
Luiz Henrique Pires,6538249238708763,+55 31 8898-1639,1
Vitor Gabriel Teixeira,347122136345919,61 0229 9834,1
Raul Rodrigues,6011063612333684,(041) 7251 2530,1
Joaquim Santos,180043250200047,(061) 9842-6023,1
brunorocha,Android 4.4.3,Técnico em segurança do trabalho,0
ceciliacarvalho,Android 2.2.2,Neurologista,0
Sra. Luiza Moreira,180069015780668,(041) 2979 4399,1
Lorena das Neves,4897674346483647,+55 (084) 4702 9395,1
Pietra Cunha,180002068032455,+55 81 1182 2396,1
moreirabruna,Android 2.3.5,Biomédico,0
Sra. Helena Aragão,341118579674514,+55 51 5761 6795,1
Laura da Conceição,5533874460519989,0500-058-2748,1
Dra. Maria Julia Lopes,4655978492800172193,(041) 0606-3176,1
osales,Android 3.2.2,Engenheiro industrial,0
isabelly16,Android 4.2.2,Conferente de recebimento,0
larada-costa,Android 5.1.1,Engenheiro de petróleo,0
cardosomaite,Android 4.1.2,Estoquista,0
Esther Lima,213185399688037,+55 (084) 8734-3478,1
tnascimento,Android 4.3.1,Esteticista,0
onascimento,Android 4.4.4,Cabo,0
correiayago,Android 7.1,Neurologista,0
laura87,Android 5.1.1,Crítico,0
Luiz Otávio Cavalcanti,4710164126954590,+55 41 8446-1377,1
Yago da Cruz,3527837086141606,11 0783 9470,1
Gabriela Novaes,30068874787857,+55 (081) 0234-5602,1
Luiz Felipe da Cruz,4931878370990,11 1809 9567,1
diegoda-luz,Android 4.0.4,Baixista,0
Pietro da Rosa,5216549655341860,+55 11 5820-7483,1
isabella52,Android 1.0,Jogador de handebol,0
Vicente Almeida,30064523844322,(031) 6382-4955,1
Calebe Jesus,6011533102526310,0300-070-6744,1
rafaelcardoso,Android 3.2.6,Moleiro,0
Maria Cecília Nogueira,3529253390047141,+55 (071) 7211 1871,1
pedro-lucasgomes,Android 4.3.1,Técnico em tratamento de água,0
tteixeira,Android 2.3,Gari,0
acardoso,Android 2.2.3,Roteirista,0
sabrina36,Android 5.0.2,Sacoleira,0
bda-cruz,Android 1.1,Estilista,0
Olivia Teixeira,30497767361506,(084) 3750-9153,1
Srta. Laura Silva,588089902518,41 3117-0629,1
Francisco Rezende,4963978389526298,+55 (011) 1312 6594,1
msouza,Android 4.1.1,Empacotador,0
Ryan da Luz,377849369825448,31 7253-9011,1
emanuella22,Android 3.0,Contador,0
Sr. João Miguel Silva,30415392439166,(081) 9118-0857,1
emillyramos,Android 2.3.4,Cameraman,0
marcos-viniciusda-paz,Android 4.2.2,Ufólogo,0
Maria Sophia da Luz,30038643574944,21 9282-5012,1
Giovanna Peixoto,6552879676250125,(081) 2024-3666,1
Dra. Vitória Moreira,4566120837782,(084) 8161-1272,1
ana-beatriz33,Android 4.1.2,Fonoaudiólogo,0
Julia Viana,38770532675596,81 7982-8222,1
Gustavo Rodrigues,6564530160435948,+55 71 3690-0544,1
cardosojoao,Android 7.0,Despachante,0
Valentina Pires,213112060238272,0900-841-4283,1
Matheus da Cunha,6011785328156807,31 8638-9219,1
Isis Silva,502084509566,61 8534 3745,1
mirellada-cunha,Android 2.3.4,Brigadeiro,0
Ana Sophia Lopes,2704287786259109,0300-615-9180,1
mouraana-beatriz,Android 3.2.6,Prático,0
calebe74,Android 6.0.1,Repositor,0
da-cruzmanuela,Android 2.2,Operador de vídeo,0
luanaazevedo,Android 1.0,Engenheiro mecatrônico,0
Stella Barros,6555834823351901,+55 (011) 5946 3786,1
Vitória Rocha,4084819791977279,(081) 9139 0780,1
Dr. Luiz Felipe Cavalcanti,3561511871294196,+55 11 3914 1147,1
theocunha,Android 6.0,Cardiologista,0
João Gabriel da Luz,341890676928452,(081) 4869 7558,1
Larissa Campos,36726719925990,0900-299-1147,1
qbarbosa,Android 1.1,Astrofísico,0
Danilo Oliveira,349594650572201,+55 51 7286 6707,1
tbarros,Android 4.0.3,Cenógrafo,0
Luiza Aragão,379312308880774,0800 184 4034,1
Joaquim da Cruz,577167648952,81 4712 2749,1
vduarte,Android 4.4.4,Técnico em hardware,0
Emilly Pinto,4315910927488647273,(031) 9983 6850,1
João Vitor Costela,4466273782142165267,+55 (084) 5254-5451,1
freitasmariana,Android 11,Prefeito,0
moraesbryan,Android 4.3,Imunologista,0
Ana Clara da Rosa,344075433185003,+55 (031) 2529 6479,1
jesusluiz-felipe,Android 7.1,Engenheiro de petróleo,0
Dra. Alana Cavalcanti,4032515787724427,0800 594 9601,1
Lívia Cunha,3503278977410461,+55 (051) 1947-6556,1
da-luzjoana,Android 2.2.2,Tapeceiro,0
Maria Eduarda Azevedo,4508210562789762,0900 238 2673,1
raulgomes,Android 4.4,Pescador,0
Yago Barros,3536628817292274,0500 082 4377,1
clara49,Android 3.2.6,Promotor de eventos,0
luiz-otaviomonteiro,Android 4.0.2,Vigilante noturno/diurno,0
Emanuella Pires,2260595148451016,41 2393-5759,1
clima,Android 7.1.1,Piloto de avião,0
rochamanuela,Android 9,Dentista,0
guilhermeda-cruz,Android 4.4.2,Ferramenteiro,0
Bárbara Moraes,4291819268252922138,(081) 9405-2607,1
melovitor-hugo,Android 4.1,General,0
ana-luizada-luz,Android 4.3.1,Protesista,0
rebecapeixoto,Android 2.3.3,Terapeuta floral,0
Giovanna Cunha,4901635641901603,31 4949 4578,1
brendamoura,Android 2.2.2,Engraxate,0
jgomes,Android 6.0.1,Implantodontista,0
emanuelly03,Android 4.1,Recreador,0
Beatriz Peixoto,4838908915747211309,+55 (031) 6783-6064,1
kevin89,Android 3.2.5,Editor,0
silveiraemanuel,Android 5.1.1,Técnico em documentação,0
Augusto Moreira,6011264113075622,41 9852-1502,1
henrique66,Android 6.0.1,Engenheiro de materiais,0
ana-carolinarezende,Android 5.0,Cientista da informação e documentação,0
Bianca Mendes,2547109323437942,+55 (051) 0855-8183,1
vitor-gabriel10,Android 2.3,Violonista,0
portoalice,Android 2.2.2,Gerente de riscos em seguros,0
João Miguel da Mata,060486445301,(084) 2591 5287,1
Pedro Henrique Alves,2712680575409523,+55 81 2001 8333,1
vcampos,Android 4.0.1,Tecnólogo em navegação fluvial,0
henriquenascimento,Android 7.1.2,Geógrafo,0
Marcela Rodrigues,30315595454964,+55 41 5778 9118,1
ana-clara75,Android 3.2.6,Prático,0
Eduarda Pires,4347375972143440,+55 21 8368-8873,1
gomesmariana,Android 2.3.6,Mãe social,0
lunafarias,Android 4.4.2,Lactarista hospitalar,0
João Pedro Silveira,6011267773112825,+55 (071) 3692 3981,1
vitor-gabrielmoreira,Android 4.2.1,Técnico em documentação,0
Lorenzo Porto,2337637193058178,21 0581 1537,1
Dra. Maysa Gomes,4045473592068905384,(021) 9223 3949,1
kamilly11,Android 4.3,Gestor de tecnologia da informação,0
nicolaspires,Android 4.0.2,Ufólogo,0
Isabella Ramos,4124975392380768107,0800 205 5648,1
Stephany Correia,4257826365397595,+55 71 1154-0580,1
Ana Beatriz da Luz,4197623916471257836,(051) 6952-0589,1
julianasantos,Android 4.0,Repositor,0
Vicente Pires,3562259553280971,+55 (011) 1246 5370,1
Benício Porto,4616038332648,(084) 3892-1187,1
João Felipe Castro,4367078040637857,+55 (041) 6060-2275,1
maria-julia55,Android 1.1,Ortoptista,0
danielacardoso,Android 4.3,Lutador de karatê,0
fernandamelo,Android 1.5,Cientista de alimentos,0
Luiz Henrique Moreira,2265537741591777,+55 (051) 0040-8114,1
Marcos Vinicius da Cruz,180092381525749,(021) 2566 0792,1
gabrielcaldeira,Android 4.4,Epidemiólogo,0
dbarros,Android 4.3,Triatleta,0
heloisa76,Android 4.4.4,Endodontista,0
jda-luz,Android 2.0.1,Guia turistico,0
Carolina Viana,2238721747559590,61 7155 5825,1
carlos-eduardoda-cunha,Android 3.2.2,Profissional de relacionamento com investidores RI,0
Fernanda Cardoso,4568276003888,(011) 5879 1637,1
Sr. Vitor da Luz,349514476989611,(011) 8064 6530,1
Luiz Henrique da Costa,3556022993183603,0800-048-5480,1
Luana da Cunha,3573308498075397,0800-497-7267,1
vianaisabella,Android 4.1,Neonatologista,0
juliamartins,Android 4.3,Embaixador,0
Luiz Felipe Silva,3565912646812401,+55 51 0930 5803,1
Bryan Melo,3518065010002717,(071) 5775-0043,1
nunesana,Android 2.3.1,Transcritor,0
brenodas-neves,Android 5.1,Controller,0
isabellada-conceicao,Android 2.1,Webmaster,0
maria-luizaoliveira,Android 1.1,Borracheiro,0
Daniel Azevedo,6011698317252075,(041) 6007-6952,1
Murilo Correia,213179517708611,+55 (081) 0146 4907,1
Isabel Jesus,4788217104542,(084) 0831-2587,1
daniel63,Android 4.2.1,Ferreiro,0
oliveiraesther,Android 2.3.5,Lanterneiro,0
Noah Caldeira,2720200800215510,(031) 4480-3642,1
rodriguesdaniela,Android 2.3.2,Tecnólogo em desenvolvimento social,0
emilly00,Android 3.2.1,Paginador,0
igor61,Android 4.0.3,Prefeito,0
Maysa da Paz,6588368901312908,+55 51 1066 6062,1
Pietra Oliveira,4016180622480261,+55 (081) 3913-2342,1
Clarice Ferreira,375578219956820,+55 (031) 9236 8659,1
juan15,Android 4.0.1,Engenheiro de minas,0
vianaemanuel,Android 6.0,Acompanhante,0
Pedro Miguel Cardoso,376605864230216,+55 (071) 9129 5526,1
Sr. Fernando Ferreira,3541153834951573,(021) 0379-5680,1
silvapietro,Android 3.2.5,Chefe de cozinha,0
Kevin Cunha,4821245090881271143,(061) 3650 2939,1
francisco55,Android 2.3,Instalador de painéis,0
Augusto Melo,4279674165165117,+55 51 6252 0459,1
da-rochaalicia,Android 2.1,Controlador de vôo,0
Noah Lopes,3571822362845869,+55 31 8506-5872,1
Eloah Almeida,4142843803467,+55 51 0779 4383,1
Agatha Rocha,3530423786908290,0800-273-0374,1
rezendeana-julia,Android 3.2.4,Cortador de cana-de-açucar,0
emilly82,Android 5.1,Biomédico,0
milenapires,Android 4.1.1,Alergologista,0
Dra. Rafaela Freitas,676390938501,(061) 6953-3462,1
dsantos,Android 2.2.3,Técnico em óptica,0
thomascostela,Android 9,Cientista de alimentos,0
biancada-cruz,Android 2.2,Tabelião,0
moreiramaria,Android 6.0.1,Mensageiro,0
bpinto,Android 1.5,Tecnólogo em esporte e lazer,0
da-costalorena,Android 4.0.1,Biotecnólogo,0
Antônio da Cruz,180057795744392,+55 84 9350 9377,1
Breno Aragão,4984640227691,(021) 5492 2821,1
Alexia Mendes,30577013775136,+55 81 5084-5919,1
Isaac Pereira,3593239785766164,+55 71 2251-1443,1
Dr. Luigi Gomes,372781046723982,(071) 7058 0645,1
Alice Ramos,4764506812061197921,+55 (031) 9041-4320,1
Pedro Alves,2263454266363339,84 8090 3305,1
Luiza Novaes,4938168698736638,(011) 9931-9732,1
matheus26,Android 1.6,Podólogo,0
Maria Vitória Oliveira,060494961349,71 3400 3889,1
Ian Fernandes,4475471175141,+55 51 6446 5948,1
joao-pedro55,Android 7.0,Tesoureiro,0
jcardoso,Android 6.0.1,Engenheiro de materiais,0
thomas81,Android 5.0.1,Ortoptista,0
drocha,Android 4.1,Sociólogo,0
Sr. Vitor Hugo Dias,060434398750,(041) 3508 1164,1
Luiz Fernando da Cunha,4744169207305175447,+55 84 7203-2635,1
rezendeleandro,Android 4.4.2,Clap loader,0
jpereira,Android 4.0,Rebarbador de metal,0
da-luzryan,Android 2.2.3,Cartógrafo,0
Fernanda Nogueira,5152623545221917,+55 71 5935 7352,1
marcos-viniciuslopes,Android 4.4.2,Impressor,0
Caio da Conceição,584716751139,+55 81 2082 7967,1
João Guilherme Aragão,4384592886754203,+55 (071) 4795 6807,1
pedrogoncalves,Android 6.0,Sargento,0
alexandre40,Android 5.0.1,Engenheiro metalúrgico,0
fogacaeduarda,Android 2.3.7,Lactarista hospitalar,0
Davi Luiz Ferreira,060484323039,+55 (081) 7889 2696,1
caio40,Android 7.1.2,Embalsamador,0
Leandro da Luz,4450657052946161,(061) 1296 5907,1
João Pereira,4801391247849329355,+55 (061) 1137-2418,1
Sr. Thales Nascimento,180030986574779,+55 (011) 1510 8770,1
lorenzo97,Android 10,Jornalista,0
Bianca da Cunha,2265234729156019,+55 11 0293-2521,1
Gabriela da Cunha,379026281283083,41 0307 6847,1
leticiabarros,Android 4.0,Tecnólogo em processos químicos,0
Maria Luiza Gomes,676224621067,51 1066 6892,1
joao-gabriel31,Android 4.4.3,Coach,0
Davi Lucca Farias,4320756880199,31 0549 7081,1
Fernando da Mata,348880805237779,0300 007 4166,1
Maria Luiza da Rocha,3548666469597984,+55 81 1933 0589,1
Paulo Gomes,345055142203379,0300-828-8908,1
raquel96,Android 4.0.3,Consultor de moda,0
João Miguel Lopes,676199011187,(011) 1798 9847,1
theo85,Android 7.0,Ginasta rítmica,0
otavio03,Android 8.0.0,Timoneiro,0
Juliana da Cunha,503869530256,+55 (051) 4976 3812,1
luiz-gustavo83,Android 4.4.3,Capitão,0
Igor da Mata,4356915893522657,+55 84 8624-8166,1
Lucas Rezende,38526329814362,+55 84 5099-3691,1
Ana Sophia Porto,4039889733367836,(071) 0443 8628,1
catarinaramos,Android 2.2.3,Biomédico,0
alvesluiz-miguel,Android 3.2,Perito criminal,0
Enzo Moreira,4309896390654425,+55 (031) 6150 4758,1
oazevedo,Android 3.2.1,Estivador,0
francisco41,Android 3.2.4,Dialoguista,0
Vicente Aragão,3547944793444111,21 1974-6965,1
barrosbeatriz,Android 3.1,Ferroviário,0
Esther Pires,4942006149406650026,(041) 5890 4887,1
amoraes,Android 2.2.2,Engenheiro metalúrgico,0
Luiz Felipe Pires,630467322511,(061) 1285 5746,1
mariane72,Android 3.2,Pedagogo,0
Alana Araújo,30578919735364,+55 84 6185-1277,1
maria-eduarda00,Android 2.0.1,Engenheiro de iluminação,0
cunhalais,Android 2.0,Capataz,0
Srta. Maysa Castro,6011419018863064,+55 (041) 0963-9589,1
lcaldeira,Android 8.0.0,Ferramenteiro,0
Luiz Fernando Rezende,2499515984346529,(021) 8090 3017,1
Dr. Gustavo Henrique Dias,375245076764719,81 4915-7416,1
da-cruzmilena,Android 5.0,Tecnólogo em processos químicos,0
emonteiro,Android 8.1.0,Tecnólogo em jogos digitais,0
Amanda Porto,3524478929750536,+55 (084) 8814 9217,1
carvalhocecilia,Android 2.3.2,Pára-quedista,0
joao-guilherme84,Android 3.2.2,Encarregado de manutenção predial,0
Luna da Mota,3560820105178211,0800 286 7861,1
Maria Clara Viana,3548210334633664,(081) 7767 0229,1
Vinicius Silva,213113863777516,(021) 0750-5617,1
freitashelena,Android 2.3.6,Artista/Técnico em espetáculos de diversões,0
arthurfreitas,Android 4.1,Cobaia Médica,0
leandrocardoso,Android 5.1,Clap loader,0
Pedro Lucas das Neves,3523208019616912,41 9503-3712,1
oda-rosa,Android 4.1,Cientista,0
cardosojulia,Android 2.3.7,Maestro,0
alvessofia,Android 2.2.2,Atleta de canoagem,0
aragaoandre,Android 3.2.4,Montador,0
joao-pedro53,Android 7.1.1,Oceanógrafo,0
oribeiro,Android 8.1.0,Jogador de bocha,0
mribeiro,Android 4.2,Designer de jóia,0
Ana Lívia Mendes,180006315268309,31 8829-3321,1
Maria Eduarda Monteiro,502016829538,+55 (021) 1784 8618,1
Sra. Júlia Ferreira,2720754014893488,84 3102 7367,1
moraesbruno,Android 4.0.1,Manobrista,0
ana-beatriz43,Android 8.1.0,Passador,0
Esther Rezende,4816413929964,(021) 4175-5064,1
Dra. Nina Rezende,6572744247249335,+55 21 2228-9568,1
nunesluiz-otavio,Android 4.4.1,Ombudsman,0
hsantos,Android 4.1.1,Gerente de banco,0
mariane45,Android 4.2,Auxiliar administrativo,0
alicia49,Android 4.3,Representante comercial,0
Mirella Costa,4919378489921181,0900-275-1995,1
sgoncalves,Android 2.3,Fundidor,0
Noah Nogueira,349713275684916,+55 41 2288-7888,1
Sr. Paulo Silveira,213177359560934,+55 (061) 8104-8839,1
Vinicius Cardoso,213140978692223,81 0551 9629,1
Camila Monteiro,4102749151687504396,+55 21 3147 6123,1
João Felipe Lima,3546950981990519,+55 (031) 3453-6778,1
pedro-henriqueda-rosa,Android 2.0.1,Economista doméstico,0
Evelyn da Mota,060437538097,+55 61 7747-6032,1
vitor-hugocarvalho,Android 4.4.3,Radialista,0
vieirarebeca,Android 6.0.1,Profissional de relações públicas,0
pedro-miguelsilva,Android 10,Profissional de tecnologia de laticínios,0
luiz-fernando91,Android 8.0.0,Engenheiro civil,0
Rafael Fernandes,180015756804902,+55 61 4355 4124,1
fribeiro,Android 1.6,Radiologista,0
biancasantos,Android 5.1,Gerente de vendas,0
egomes,Android 4.2,Pára-quedista,0
pferreira,Android 4.0.2,Artista/Técnico em espetáculos de diversões,0
Luiz Otávio Costa,5273075953919595,+55 21 4102 0241,1
Sra. Joana Rocha,3552728190237067,0800-600-7405,1
gabriellysouza,Android 4.2.1,Caldeireiro,0
Heitor Caldeira,180090036619040,71 2774 8892,1
Leonardo Farias,347435030785497,(071) 9574-8369,1
