Coluna A,Coluna B,Coluna C,Classe
Dr. Marcelo Santos,2221908756687367,(081) 5590 7517,1
Thales Castro,4158806611076078,(011) 3738 5829,1
marcela40,Android 2.3.1,Engenheiro petroquímico,0
Enrico Rezende,3563795588056638,84 7180 0562,1
isisrocha,Android 4.2.2,Crítico,0
Enzo Farias,30100024169130,+55 (021) 8740-5429,1
brunavieira,Android 3.2.2,Adestrador de animais,0
lucas-gabrielferreira,Android 1.0,Radiologista,0
Stella Gonçalves,30591109498164,(051) 7400 8893,1
Nathan Freitas,6566076330270623,+55 21 1840-9925,1
pedro-henrique20,Android 2.3.6,Treinador,0
moraesisabelly,Android 5.1,Comprador,0
garagao,Android 11,Capataz,0
caue40,Android 8.0.0,Engenheiro de produção agroindustrial,0
bcostela,Android 6.0,Pneumologista,0
Esther Silva,180054298754135,11 8826 4608,1
kteixeira,Android 4.1.1,Levantador de peso,0
limasofia,Android 4.4.1,Assistente social,0
ana-vitoriadias,Android 2.3.2,Gastroenterologista,0
alicenunes,Android 6.0,Diretor de produção,0
martinsdavi-luiz,Android 5.0.1,Bartender,0
Enrico Ferreira,180049162199805,(081) 8593-7928,1
Dr. Enzo Gabriel da Luz,3587813317106830,31 2028-9743,1
Yasmin Dias,340492889586382,+55 (011) 3573 5711,1
lais08,Android 4.1.2,Engenheiro de supply chain ou logística,0
Heloísa Rodrigues,2274711804943170,(081) 4506-0623,1
Manuela Nunes,6011086264271647,+55 (084) 7220 0905,1
lucaslima,Android 3.1,Síndico,0
beniciomoraes,Android 5.0.1,Profissional de relações internacionais,0
Mariana Nunes,180046120184093,+55 71 2189 3569,1
isabellyramos,Android 6.0.1,Revendedor,0
nogueiraryan,Android 2.2.2,Tecnólogo em automação industrial,0
Daniela Pereira,213112748284607,+55 31 3403-4636,1
jmoura,Android 7.0,Classificador contábil,0
lucas-gabriel29,Android 3.2.1,Promotor público/de justiça,0
lara51,Android 4.1.2,Ufólogo,0
Rafael Freitas,4927340957369431275,+55 (061) 7625 3656,1
Lucca Cavalcanti,38579824856883,+55 (041) 1860 6205,1
Dr. Bruno Ribeiro,4490896927645440,71 0536-1188,1
Melissa Novaes,3531404871698441,31 1406-4131,1
bianca95,Android 2.2,Atuário,0
Dra. Ana Beatriz Moura,30290472324996,31 9795 4974,1
Sophia da Mata,3506833329042706,+55 11 2389 3981,1
Maria Sophia da Conceição,4913628554123,41 2786-0641,1
luiz-gustavoda-conceicao,Android 4.0.2,Engenheiro de materiais,0
eduardo06,Android 2.2,Engenheiro agrimensor,0
martinsstephany,Android 4.2.1,Governanta,0
diasjulia,Android 3.2.5,Marcador de luz,0
Amanda Santos,3593413198972632,(071) 0623-3607,1
ypires,Android 2.3,Lactarista hospitalar,0
Dr. Calebe Cardoso,3571812321795065,(021) 0224-6912,1
Maria das Neves,3589998119304911,(081) 7805 0241,1
silveiravitoria,Android 4.1,Técnico em rede,0
Luiz Fernando Oliveira,3589156316312985,(081) 6512-1016,1
lucas25,Android 4.2.2,Otorrinolaringologista,0
ocunha,Android 7.1.1,Profissional de relações internacionais,0
hrezende,Android 4.0.4,Bancário,0
gabriellyda-mata,Android 6.0.1,Tradutor,0
nogueiragiovanna,Android 4.0.3,Construtor,0
qviana,Android 7.0,Jornalista,0
Bárbara Novaes,30390151727244,71 4060-8807,1
Thomas da Mota,4741905238056,+55 (031) 3961 7508,1
Cauã da Mota,4504101773387216432,(084) 5934 2371,1
Isabella Ribeiro,4382604231413,+55 51 5395 4207,1
pmoraes,Android 6.0.1,Juiz ou árbitro de futebol,0
vitor-hugo28,Android 4.1,Tecnólogo em rochas ornamentais,0
Isabelly Vieira,4281484850692677243,81 5652 3199,1
eda-mota,Android 2.2.3,Contramestre em transporte marítimo,0
maria-vitoriamonteiro,Android 4.1.2,Educador,0
Matheus Porto,4873098689051902,51 9561 4810,1
enzo65,Android 2.3.1,Astrofísico,0
carvalhoamanda,Android 3.2.3,Pesquisador,0
Lívia da Rocha,345291567470405,(051) 8204-0452,1
Ana Sophia Dias,213155213358547,0300 359 1550,1
João Gabriel Martins,4717459301300271478,84 2251-4045,1
saragao,Android 2.2.1,Orientador educacional,0
Renan Almeida,348920243530136,(051) 7175 8031,1
Benjamin das Neves,4281864915754833,+55 81 1470 8821,1
fmelo,Android 4.2.2,Economista,0
da-conceicaolucas,Android 5.1.1,Engenheiro de segurança do trabalho,0
cardosojulia,Android 4.4.4,Viveirista,0
stephanysantos,Android 10,Geólogo,0
Daniela Santos,4009528015919925337,(041) 4987-7681,1
laismonteiro,Android 4.4.3,Profissional de relações públicas,0
jcastro,Android 4.3,Físico,0
Vitor Hugo Pereira,6011240613217708,+55 11 4900-7516,1
Augusto Oliveira,30433557092332,31 6128-5951,1
pnogueira,Android 2.2.2,Cartógrafo,0
Ana Alves,2720687529607326,+55 84 4286 8420,1
Ryan da Mata,4805439427636643680,31 7262 0599,1
samuelfernandes,Android 4.2.2,Tenista,0
Luana Cardoso,2257978598778416,(071) 2244-9776,1
Dr. Antônio das Neves,4352642743406,21 8698-2434,1
Srta. Kamilly Peixoto,38432982170707,+55 (031) 4917 8692,1
Milena Moraes,3598167757158794,+55 (011) 8422 1087,1
fariasalice,Android 3.2.6,Guarda ou policial rodoviário,0
Davi Luiz da Mata,180071977398000,41 6205-0230,1
Isaac Lima,3571661835035546,51 7325 0864,1
Bernardo da Cunha,639029900375,0800 298 2404,1
Theo Oliveira,4462099494480392187,+55 (061) 4975 5157,1
Ana Clara Castro,30340785735758,+55 21 1943-0149,1
Dr. Pedro Moraes,376479006366357,81 8942-7265,1
sarah33,Android 4.0.4,Engenheiro têxtil,0
gustavo-henrique83,Android 7.1.2,Contador,0
eazevedo,Android 7.1.1,Arquiteto,0
Maysa Gomes,3507701050765671,(021) 7961 4785,1
wlopes,Android 11,Tapeceiro,0
Benjamin Carvalho,6516732426193720,0300 003 8595,1
Dr. Marcos Vinicius da Conceição,502038583691,0900 069 5281,1
Gabriel Ferreira,180021291274387,+55 71 4252-4658,1
saraujo,Android 6.0,Guincheiro,0
Bruno Rocha,180075867781910,+55 31 9670 2508,1
Isadora Azevedo,4941431578880,0800 594 7991,1
Rodrigo Mendes,675981083115,+55 (041) 0292 5340,1
Bianca da Paz,4536552960716541,84 9260 3422,1
André Cardoso,3508368229756897,0900 720 1978,1
flopes,Android 6.0.1,Salva-vidas,0
jesusaugusto,Android 1.0,Engenheiro de alimentos,0
joao-guilherme15,Android 6.0.1,Tapeceiro,0
Gabriel Novaes,3524133334815842,+55 (084) 9513 6771,1
maria-cecilia76,Android 3.2.1,Chapeiro,0
fsilva,Android 6.0,Segurança particular,0
Heitor da Luz,4709398193914,+55 (041) 3694-5774,1
pietra38,Android 5.1,Intérprete e tradutor de língua de sinais,0
freitasvitor-gabriel,Android 4.3.1,Educador,0
Sarah Nogueira,3560099316354180,(061) 6043 4573,1
nmartins,Android 7.1.2,Eletricista de automóveis,0
Renan Almeida,3519729608528719,+55 (011) 1932-9572,1
Vitor Hugo Lima,180081369699725,+55 84 4947-7466,1
cavalcantivinicius,Android 5.0.2,Estofador,0
da-rochabruno,Android 3.2.5,Chapeiro,0
lais57,Android 9,Xilógrafo,0
Bruna Almeida,3593854233040887,71 3783 4949,1
lcaldeira,Android 6.0.1,Orientador educacional,0
rochaarthur,Android 3.2.6,Cambista,0
Joana Caldeira,30231839949661,11 2119-7841,1
Theo Lopes,3534745966334624,+55 (041) 4827 7208,1
Fernanda da Rocha,4678481488550646,+55 (021) 6959 9832,1
Maria Nascimento,4794139355119010441,+55 (061) 7259 3293,1
Mirella da Paz,4508629876036,(081) 6542 0145,1
Dra. Alexia Correia,374610321236766,51 4101 3172,1
Guilherme Pinto,213194196237378,+55 (041) 3607-3213,1
arthur33,Android 9,Tatuador,0
Levi Moraes,4304481589593182,(051) 1195 3087,1
raul97,Android 2.3.3,Arquiteto,0
Carolina Costa,6504685426784308,0300-835-1012,1
santossarah,Android 2.2.3,Gerente de vendas,0
maria-aliceviana,Android 2.0,Bailarina,0
Mariana Rocha,372641629485476,+55 (021) 2134 3904,1
Vitor Hugo Teixeira,4168428246129,0500 618 8766,1
Mariana das Neves,4697338093892564,(081) 4088-1347,1
thomas39,Android 2.3.4,Ascensorista,0
luiz-otaviomartins,Android 9,Arranjador musical,0
aliciacardoso,Android 6.0,Corregedor de justiça,0
joaofogaca,Android 4.4.3,Físico nuclear,0
ocarvalho,Android 3.2,Engenheiro de ergonomia,0
monteirokamilly,Android 1.0,Agente de combate à endemias,0
fcavalcanti,Android 2.3.3,Profissional de marketing,0
asales,Android 2.2.1,Preparador de máquinas,0
maiterezende,Android 3.2,Professor,0
peixotofernando,Android 6.0,Cozinheira,0
da-rosaleandro,Android 8.0.0,Guia turistico,0
cunhalais,Android 4.0.1,Imunologista,0
avieira,Android 2.3.7,Tecnólogo em geoprocessamento,0
Kevin Barros,4457386025236756,+55 31 0754-6671,1
Isabelly Nascimento,4055915260417245960,(031) 7128-9278,1
Laís Azevedo,6011268363312015,(011) 4671-2867,1
qfogaca,Android 4.2,Bartender,0
jnogueira,Android 4.0.3,Astronauta,0
Juliana Araújo,4987682273177940246,+55 41 0997-5524,1
bsantos,Android 2.3.2,Skatista,0
pedro-henrique46,Android 2.2,Cameraman,0
Srta. Natália Moura,3526508828357765,+55 (031) 7374 1595,1
da-costalevi,Android 10,Engenheiro de ergonomia,0
Ana Luiza Duarte,4386762474777728688,81 6937 3906,1
Davi Lucas Pires,503808289998,+55 81 6245 5171,1
emanuellanunes,Android 2.3.4,Radialista programador,0
Luiz Fernando da Rosa,2327092036640075,0800 797 2586,1
Maria Sophia Gonçalves,3589049205928849,(031) 2204-6114,1
Camila Almeida,4884192883634933758,41 2531-9204,1
Vicente da Mota,2241968369790475,+55 31 7746-4228,1
novaesmaysa,Android 2.3.6,Regente,0
Levi Aragão,2225832439700056,+55 61 8339 4360,1
Lucas Gabriel Martins,3513923397660751,71 1208 9823,1
xramos,Android 2.0,Cirurgião bucal,0
Clarice Costela,4078433737032310,(061) 1065 1685,1
Mariane Barbosa,3580285650562076,+55 (011) 1874-1601,1
rafaelamoraes,Android 4.3,Radiooperador de vôo,0
enzo29,Android 5.0,Capitão,0
Marcelo Araújo,6011111138890446,(021) 2475-8310,1
usantos,Android 5.0.2,Presidente da República,0
Sr. Davi Dias,376646347501237,61 2941-9806,1
xcastro,Android 3.2.2,Cameraman,0
emanuelda-conceicao,Android 4.2.1,Bóia-fria,0
da-rochapietro,Android 4.0.2,Ambulante,0
Theo Viana,3513729755722715,81 8913-5486,1
iansales,Android 4.2,Patinador,0
Raquel Aragão,503888014670,+55 (084) 0652-4239,1
Kevin da Mota,676361318519,+55 21 3595 8848,1
ferreirapedro-lucas,Android 2.2,Estatístico,0
pereiraana-julia,Android 3.2.6,Músico,0
Sarah Cavalcanti,6503973173011435,81 1606 9062,1
luana30,Android 3.0,Agente de defesa sanitária animal,0
raul85,Android 1.0,Profissional de hotelaria,0
joao-vitordas-neves,Android 4.4,Pintor,0
Laura Peixoto,348365875999722,+55 (084) 7147 4282,1
breno60,Android 7.1.2,Judoca,0
Maria da Paz,4540306926568866,21 3901 5183,1
Igor Rezende,2243057621531659,11 0546 6754,1
Dra. Joana Novaes,3516420387616072,0800-665-7620,1
Daniela da Paz,567905829055,+55 81 6059 5052,1
Erick Lima,180050409391957,61 0930 9003,1
Guilherme Costela,2282382836305075,+55 (084) 9239 6494,1
Paulo Cardoso,180055055142877,(061) 3489 2769,1
moraesbruno,Android 4.2.2,Boticário,0
souzacaio,Android 7.1.1,Coach,0
Stella Jesus,3540959868575729,41 3629-4650,1
olivia16,Android 1.0,Encanador,0
novaesjoana,Android 4.0.1,Toxicologista,0
Dr. Kaique Silva,4948551420242462,(084) 1344-9116,1
gcavalcanti,Android 4.0.4,Ortopedista,0
isabelladas-neves,Android 4.4.3,Laboratorista,0
vinicius57,Android 4.2,Taxidermista/Embalsamador,0
rodriguesmariane,Android 4.2,Angiologista,0
fvieira,Android 2.2.2,Programador,0
Kevin Rocha,3514588084048773,+55 (071) 9756-4498,1
Guilherme Pinto,30307300420877,71 4222-4018,1
isis93,Android 7.1.2,Médico legista,0
vieirarebeca,Android 5.0,Preparador de máquinas,0
Luna Pinto,373679745714618,(061) 2962 2882,1
Srta. Valentina Peixoto,561813699916,(084) 8577 2605,1
Maria Alice Moreira,213124382994334,(084) 6926 9156,1
Caroline Melo,4001428838555849026,+55 (041) 6815-5157,1
Thiago Azevedo,4342783662751817,(081) 0701 9424,1
Dra. Lara da Paz,3556369230896855,+55 (031) 7239 3595,1
luiz-gustavo72,Android 5.0.2,Caixa,0
gabrielalopes,Android 3.2.2,Jornaleiro,0
Sofia Santos,30588582731475,+55 (084) 1168 0301,1
Rafaela Rezende,30205806697990,(011) 5103 5986,1
fernandoviana,Android 4.0,Ombudsman,0
levifreitas,Android 4.4.1,Babá,0
joao-miguelcastro,Android 4.2.1,Radialista programador,0
caua25,Android 4.0,Intérprete e tradutor de língua de sinais,0
nporto,Android 4.4.3,Assistente social,0
Juliana Carvalho,3584664099185432,0900 587 2275,1
Emanuelly Carvalho,379642080651377,(081) 8320 8907,1
Manuela Mendes,36409468868790,+55 84 2602 0666,1
Srta. Helena Aragão,4159279928115162,0500-044-9332,1
Gabriela da Mota,6528997281281391,+55 (061) 5114-5478,1
wcardoso,Android 11,Capataz,0
Sra. Juliana Araújo,6011975747040654,(081) 0512-9128,1
Yago Duarte,180061204035285,+55 (061) 8186-8518,1
alexandrepinto,Android 2.0.1,Clarinetista,0
carvalhojoao-pedro,Android 4.1.2,Auxiliar de reprografia,0
oliveiraguilherme,Android 8.1.0,Tecnólogo em produção moveleira,0
Pedro Lucas Barros,3530819039561135,+55 (081) 0062-6789,1
Catarina Araújo,2291808373672930,+55 (081) 2449 4059,1
Thales Alves,2225647301757707,(061) 6337 0087,1
kaiquecardoso,Android 3.2,Senador,0
Emilly Sales,4086632328301634,+55 51 5472 5689,1
Dr. Davi Lucas Souza,4272974493986640175,(071) 3969-2250,1
João Miguel Campos,180033386408689,(051) 4558 8839,1
augustoalmeida,Android 3.2.2,Homeopata,0
kevinmelo,Android 2.3.7,Engenheiro elétrico,0
vinicius68,Android 4.0.1,Windsurfer,0
xda-mata,Android 2.3.5,Especialista em agronegócios,0
fernanda75,Android 4.1.1,Consultor,0
Júlia da Conceição,3544812235954190,+55 81 3952 6038,1
João Felipe Ribeiro,345537706177636,+55 (061) 6226 1417,1
aragaojoao-gabriel,Android 4.0.1,Técnico em hardware,0
sabrinada-cruz,Android 2.3.6,Engenheiro civil,0
Luigi Souza,4310491673940288730,+55 (021) 1552-6490,1
Agatha Oliveira,4663175385841101,+55 51 2782 5930,1
nlopes,Android 4.4.3,Massagista,0
Enzo das Neves,4164298587045737,(041) 3594 2377,1
Davi Lucca Cardoso,2235075671885395,(081) 3685-7360,1
juan34,Android 4.3,Cinegrafista,0
Ana Vitória Farias,343861190852260,84 4880-9286,1
halmeida,Android 2.3.1,Técnico em documentação,0
ncunha,Android 4.2.1,Coreógrafo,0
theocunha,Android 5.0,Profissional de recursos humanos,0
pietro27,Android 2.2.2,Engenheiro de minas,0
Cecília Campos,3564850516558459,0500 899 7305,1
vitor-gabrielmendes,Android 4.1.2,Topógrafo,0
sophiada-cunha,Android 2.1,Otorrinolaringologista,0
eduarda72,Android 1.1,Profissional de áudio,0
Sabrina da Costa,582331218153,51 3343 4786,1
luiz-miguelnovaes,Android 4.2.1,Saxofonista,0
Cauê Lopes,586818077586,+55 (071) 1732-4988,1
Renan Correia,501855184492,+55 (051) 2782 5596,1
Gabriela Souza,374899967601363,+55 (011) 2907 5920,1
Marcos Vinicius Azevedo,4094851383676843,(084) 7175 8183,1
biancabarbosa,Android 4.1.2,Militar do Exército,0
Dr. Juan Lima,4073201612749109,+55 31 1958-0853,1
Maysa Rocha,379813893361120,0900 143 6247,1
fariasyuri,Android 4.0.1,Ventríloquo,0
alicenogueira,Android 2.0.1,Filósofo,0
Maria Monteiro,4702619622860,+55 (081) 8598 7261,1
Júlia da Cunha,4911252552779958,+55 81 2712-1152,1
Larissa da Costa,343745359576416,21 7025 1087,1
Anthony da Costa,4301948687452,(061) 3358 8081,1
heloisanovaes,Android 7.1.2,Assistente social,0
Vinicius Porto,571841546195,+55 31 5731 0061,1
Luiz Gustavo Alves,4577169341535165474,0800 242 4182,1
Leandro Ramos,4164574148326,21 3759 2384,1
vramos,Android 1.5,Artista de circo,0
helenacaldeira,Android 6.0,Engenheiro aeronáutico,0
sofia56,Android 2.0,Apicultor,0
Larissa das Neves,180031731068539,21 2534 8615,1
gabrielly30,Android 3.0,Técnico de gesso,0
fernando11,Android 5.0.2,Investigador de Polícia,0
mouradavi,Android 10,Luthier,0
Otávio Nunes,38910195084245,+55 (031) 2745 9899,1
Maria Julia da Mata,4235276596706957,+55 81 0955-8806,1
fpeixoto,Android 6.0,Administrador público,0
diegomonteiro,Android 8.1.0,Diretor de fotografia,0
Maysa Silva,3529543481962673,84 5904 5712,1
anthony15,Android 3.2.4,Gestor de recursos humanos,0
Luiz Otávio Almeida,5544849977233289,(071) 1398 6103,1
Cauê da Costa,6011622331831896,21 4658 1743,1
maria-julia72,Android 2.3.4,Engenheiro sanitarista,0
cardosobryan,Android 4.4.4,Regente,0
alexiacunha,Android 2.3,Cenotécnico,0
Mirella da Costa,2256171165154739,+55 81 6069-7991,1
Luiz Otávio Almeida,3531942569415032,0300 374 6482,1
Joana Gomes,3562267935531391,+55 31 6243 6659,1
Davi Luiz da Luz,6545371103183368,+55 (071) 0867 2770,1
andre36,Android 4.4.4,Cancerologista ou Oncologista,0
Yuri da Mota,6511163037192064,(011) 3565 9929,1
Dr. Emanuel Moraes,3545515532956409,71 8934-7775,1
Daniel Cardoso,6585341790730368,0300-389-2159,1
Paulo Peixoto,4160470029483968572,51 4847 5011,1
luiz-gustavo41,Android 4.2.2,Motofrete,0
Lucas Gabriel Martins,4276267110734,+55 84 0263 6811,1
Dr. Enzo Melo,373076786849397,0300-669-8353,1
Davi Lucca Nogueira,213161474728410,(051) 7308 1110,1
bda-mota,Android 4.1.2,Violonista,0
rodrigo65,Android 2.0,Engenheiro de minas,0
fernandada-costa,Android 10,Surfista,0
luiz-henrique47,Android 4.2.1,Farmacêutico,0
Renan da Costa,3535773445278112,31 1317-6721,1
umoreira,Android 2.1,Limpador de vidros,0
cavalcantijulia,Android 2.3.6,Editor de mesa de corte,0
carolina68,Android 2.3.1,Administrador,0
Davi Lucca Sales,30271486673123,(011) 0344 4333,1
João Gabriel da Mota,3599867127959313,(084) 5515-2292,1
fnascimento,Android 3.2,Costureira,0
diego96,Android 4.0.4,Acupunturista,0
kaiquevieira,Android 4.3.1,Tecnólogo em produção de bebidas,0
Renan Gomes,4652853311246046356,+55 11 8894 7084,1
Elisa Moreira,4543243717829,(071) 4655 3670,1
Isaac da Mota,373519595856954,(041) 0549 1288,1
Sr. Pedro Henrique Castro,30182221783103,+55 (051) 3396 1060,1
rcarvalho,Android 8.1.0,Windsurfer,0
João Pedro Oliveira,30470111182480,(011) 2270-5919,1
anacarvalho,Android 3.0,Engenheiro cartográfico,0
kamilly99,Android 2.2.1,Profissional de logística,0
maria-clara36,Android 3.1,Atuário,0
Murilo Nascimento,2519170908289631,84 3938-1544,1
smelo,Android 3.2,Ajudante de produção,0
Sophie Aragão,3588094817171900,+55 (021) 4458-5742,1
Raquel Ferreira,180035474436514,+55 (041) 2246-6027,1
Sra. Rafaela Campos,4483310996243342,+55 (081) 9860-1980,1
tcastro,Android 7.0,Produtor editorial,0
Dr. Fernando Fernandes,4239488084252,(041) 6450-2582,1
Ana Carolina Melo,4180395750093641,(071) 4789-3896,1
luiz-gustavo37,Android 2.0,Transcritor,0
Rafaela Rezende,6011839953626681,+55 61 9860-0937,1
rsales,Android 7.1.2,Investigador particular,0
Calebe Moreira,4961353082177421,51 8536 4407,1
Luiz Fernando Vieira,3583440711867678,+55 71 6229-6744,1
Vitor da Mata,4690998313419592,0800-043-6474,1
lbarros,Android 10,Engenheiro industrial,0
kevin06,Android 2.0,Engenheiro de aquicultura,0
Srta. Ana Júlia Novaes,577262709063,+55 51 9728 9998,1
igor71,Android 8.1.0,Babá,0
Renan Araújo,341228774725688,71 1606 7044,1
Luiz Henrique Caldeira,3506429582228957,11 8072 6041,1
emilly09,Android 1.6,Investigador de Polícia,0
ana-laura21,Android 4.1,Dublê,0
diogo31,Android 2.2,Cardiologista,0
mlopes,Android 1.5,Relações públicas,0
snovaes,Android 5.0.1,Engenheiro acústico,0
Luiz Felipe Fogaça,2710782052731437,0500 813 0856,1
jfreitas,Android 3.2.1,Orientador educacional,0
yasmin57,Android 4.1.2,Mágico,0
benjamin21,Android 7.1.2,Musicoterapeuta,0
thiago59,Android 3.2.4,Controller,0
caue29,Android 4.0,Digitador,0
Heloísa Moura,3552854041149309,0500-452-1698,1
nfarias,Android 2.0.1,Topógrafo,0
Matheus Pires,4222404741346,0300-632-0234,1
evelyncorreia,Android 4.1.1,Capataz,0
brenomoreira,Android 4.4.1,Nadador,0
da-cunhajuliana,Android 8.1.0,Bancário,0
benjamincardoso,Android 4.4.4,Cancerologista ou Oncologista,0
Dr. Luiz Gustavo Santos,213112294815143,31 1962-7343,1
Calebe Ribeiro,6523213911616427,+55 11 4038-8995,1
João Felipe Pinto,2275132065031465,41 1315 6775,1
agatha77,Android 2.0,Engenheiro ambiental,0
gomesjoao-vitor,Android 4.0,Teólogo,0
Ana Clara da Rosa,4907863556323902,31 4153 9710,1
Emanuella Sales,4998795511794233,21 5825-8050,1
Srta. Isabel Costa,2609421072859753,+55 71 8956 1044,1
Maria Cecília Barbosa,6011481720208145,+55 71 5693 6429,1
correiaalexandre,Android 7.1.2,Bibliotecário,0
Vitor Hugo Rezende,3526704915893289,+55 (021) 8729-2342,1
Dr. Kaique Rocha,2701345740921496,+55 31 4428 0870,1
wnascimento,Android 4.4.3,Taxista,0
Vicente Vieira,4448772994360135,+55 (031) 4857 0182,1
arthur76,Android 4.4.2,Otorrinolaringologista,0
jmonteiro,Android 8.0.0,Dedetizador,0
Laura Costela,3558406776831199,81 3392-0713,1
Marcela Castro,3566668273116479,+55 84 2706 5316,1
portovitor-gabriel,Android 2.3.1,Tapeceiro,0
Luiz Henrique Silveira,4271743226733,+55 (021) 9474-5847,1
Rafaela Barros,4079487202133226,+55 (051) 3632-8164,1
vmoura,Android 5.0,Otorrinolaringologista,0
Francisco Teixeira,347829714718289,(011) 6906 1481,1
Emilly da Costa,4451045479562978,(071) 4231-8008,1
Dr. Leandro Costa,30205983047332,+55 51 0836 3672,1
liviada-rocha,Android 5.1,Pastilheiro,0
smartins,Android 2.3.5,Biotecnólogo,0
oliveirajoaquim,Android 8.0.0,Office-boy,0
cardosomiguel,Android 8.0.0,Boxeador,0
igoncalves,Android 4.4.4,Lutador de karatê,0
umoreira,Android 7.1.2,Timoneiro,0
ramossophie,Android 7.1.2,Recepcionista,0
pirespedro-miguel,Android 6.0.1,Ferramenteiro,0
pintomaria-luiza,Android 2.3.3,Fundidor,0
Giovanna Nascimento,180010674083143,+55 (021) 8345 1428,1
cardosojoaquim,Android 3.2.5,Engenheiro metalúrgico,0
Dra. Melissa Rodrigues,373597763396565,+55 (061) 1906-7503,1
paulo49,Android 4.4.2,Técnico de gesso,0
Arthur Pires,3552738029944023,(071) 9868 2945,1
kteixeira,Android 5.0.2,Gestor ambiental,0
ocampos,Android 3.2,Embaixador,0
da-luzfrancisco,Android 4.0,Cadista,0
Sophie Ribeiro,060447187117,+55 61 9191-8616,1
da-conceicaoisabelly,Android 8.0.0,Musicoterapeuta,0
rodrigoramos,Android 3.2.1,Serventuário,0
ana22,Android 5.1.1,Engenheiro de manufatura,0
