Coluna A,Coluna B,Coluna C,Classe
Vitor Hugo Monteiro,36391803668244,0900 051 2174,1
Vitória Rodrigues,Android 5.1.1,Piloto de avião,0
Dra. Laís da Cruz,180034972481734,+55 (051) 2020 6216,1
Sra. Ana Julia Farias,Android 4.0,Projetista mecânico,0
Sra. Ana Beatriz Pinto,503836600711,+55 84 6648 9430,1
Bruna da Luz,Android 1.6,Técnico em segurança do trabalho,0
Diogo Cunha,639034471438,+55 71 9338 6577,1
Ana Lívia da Cunha,2286279591215919,+55 81 0963-9204,1
Mirella da Luz,Android 2.3.1,Lutador de jiu-jitsu,0
Vitor Gabriel Correia,36172701067238,31 7104-7376,1
Sr. Pietro da Luz,2357751776602131,+55 21 8479 6815,1
Lucas Gabriel Costela,Android 3.1,Juiz de futebol,0
Rodrigo Pires,Android 4.1.1,Profissional de informática,0
Dr. João Pedro Fogaça,Android 3.2.3,Caça-talentos/Olheiro,0
Emanuel da Mata,6011356332541804,(041) 0381-0498,1
Thiago da Cunha,344868685536513,+55 (041) 7975 0327,1
Luiza Jesus,3503825512918059,+55 (011) 2201 8748,1
Luiz Felipe Novaes,213148983733338,+55 (021) 5835-4493,1
Dr. Theo Silva,Android 10,Optometrista,0
Isis Correia,Android 4.4.4,Lutador de karatê,0
Raul da Conceição,6585628514347788,+55 41 7179-3265,1
Dra. Ana Julia Gomes,Android 4.0.2,Psicólogo,0
Danilo Duarte,Android 3.2.1,Intérprete de Bíblias,0
Luiz Otávio da Mata,3545733174622938,71 2804 1842,1
Murilo da Cruz,3537302818931384,41 3047-5284,1
Dr. Emanuel da Mota,3503643513141930,(061) 4281 7542,1
Elisa Pinto,4395972960191208,11 0206 5116,1
Lívia Almeida,3586125570719741,+55 71 3174-6075,1
Lorenzo Oliveira,580917830342,+55 (041) 8964 0164,1
João Duarte,Android 11,Médico nuclear,0
Heloísa Carvalho,Android 3.0,Somelier,0
Dra. Maria Julia Souza,676239818203,+55 (031) 5607 8783,1
Manuela Rezende,Android 4.2.1,Fonoaudiólogo,0
Igor Caldeira,4136200219762,+55 21 3183-7280,1
Isis Barbosa,4860951128050,+55 (051) 6542 6383,1
Benício Cardoso,Android 2.0,Urbanista,0
Yago Teixeira,213177114922353,+55 81 9785 8440,1
Nathan Castro,Android 4.0.4,Gerente de inovações ou novos negócios,0
Ana Laura Freitas,4812147593634180,(081) 7967 2519,1
Anthony Nogueira,30052640679986,81 5940-1476,1
Sr. Guilherme da Cunha,4200744820285,(011) 1031 6434,1
João Cardoso,Android 1.1,Técnico em edificações,0
Thiago Nunes,4266619443718380,(071) 6405 6920,1
Carolina Freitas,Android 4.0.1,Comprador,0
André Peixoto,Android 4.0.3,Arquivista,0
Dr. Yago Silveira,Android 2.0.1,Engenheiro de petróleo,0
Sr. Yuri Lopes,Android 4.0.3,Pescador,0
Raul Martins,Android 4.0.4,Dublê,0
Davi Gomes,Android 4.1.2,Especialista em agronegócios,0
Luigi Azevedo,2501554208669396,84 1784 7941,1
Isabelly Martins,Android 3.1,Roteirista,0
Dr. Luiz Gustavo Carvalho,Android 4.2.2,Engenheiro de alimentos,0
Sra. Maria Clara Pereira,3568702105056872,11 0096 6013,1
Gustavo Henrique Teixeira,6539579733008171,+55 (084) 3135-6018,1
Maria Julia Rezende,4010630487505525,(084) 6674 3763,1
Alana Silva,4103965530403783,+55 (071) 9919 8694,1
Sra. Bianca Alves,Android 2.3,Gestor público,0
Cauã Souza,Android 7.1,Pintor,0
Luiz Otávio Moreira,Android 2.3.3,Tecnólogo em produção de bebidas,0
Dra. Marina Monteiro,Android 10,Continuista,0
Gabriela Martins,Android 4.0,Webdesigner,0
Vinicius Aragão,376580680880108,(084) 9404 0755,1
Isis Ribeiro,Android 3.2.6,Neurocirurgião,0
Davi Lucca Souza,3510475015122006,+55 84 5454 2440,1
Gabriel Costela,4333048503688573,61 3276 4308,1
Ana Vitória Gomes,3584372435975298,84 7923-0183,1
Dr. Kaique Dias,3564937884341079,+55 51 2589 2170,1
Sofia Duarte,4102740053673,+55 (051) 5099-0906,1
Calebe Cunha,3563799278553219,+55 (011) 5497 3696,1
Cauã Moreira,30425252408714,11 7572 3322,1
Emanuel da Rosa,180014359038505,81 9664 6915,1
Emanuella Lima,3589069479234179,(071) 9165 2187,1
Emanuel Freitas,Android 2.0.1,Copeiro,0
Vitor Gabriel Oliveira,Android 2.3.5,Comerciante,0
Sofia Gomes,Android 8.0.0,Endodontista,0
Dr. Levi Cunha,6011250804502263,+55 61 8890-8753,1
Joaquim Martins,Android 4.3,Professor,0
Emilly da Rosa,4427242381961,(031) 8586 5222,1
Diogo Freitas,Android 1.1,Químico,0
Helena Pereira,Android 4.3,Físico nuclear,0
Dra. Carolina Moura,3588703063547106,+55 11 8117-6580,1
Yuri Silveira,Android 2.3.7,Lamboteiro,0
Bryan Moura,180070686579967,+55 (021) 0364-4264,1
Dr. Gustavo Henrique Farias,3559424778284241,+55 84 3850-4176,1
Dr. Raul Fogaça,2222936679744725,+55 11 5434-4621,1
Isis Cavalcanti,4131990599225204,+55 41 0550-8342,1
Matheus Rodrigues,Android 5.0,Lutador de karatê,0
Sofia da Cruz,4357405346842331,+55 51 2789 3573,1
Matheus Lopes,Android 8.1.0,Prefeito,0
Kamilly Fogaça,Android 4.4.2,Educador integrado à saúde pública,0
Davi Lucas Cardoso,Android 4.0.1,Judoca,0
Vitor Hugo Rezende,180082983320847,0900 221 6670,1
Gustavo Ferreira,Android 11,Redator,0
Caroline Rocha,4194754249710112,11 2323 5177,1
Emanuelly Melo,Android 2.2.1,Patologista oral,0
Luiz Felipe Cunha,5526273955111114,(084) 0093 2168,1
Ana Beatriz Mendes,Android 3.2.5,Pianista,0
Stephany Caldeira,Android 4.4.2,Urbanista,0
Sra. Marcela Peixoto,30457358022768,51 1701 0760,1
Cauê da Luz,Android 4.4.2,Office-boy,0
Olivia Melo,Android 3.2.2,Ombudsman,0
Dr. Fernando Moreira,Android 7.1.2,Jogador de basquete,0
Ana Laura Nascimento,Android 3.2.2,Tecnólogo em produção moveleira,0
Pedro Ramos,4215981584451,0300-459-5416,1
Clarice Martins,Android 4.0.2,Perfusionista,0
João Guilherme Araújo,3593314595835838,+55 (051) 3306 2313,1
Agatha Pereira,639061979295,81 2488 5066,1
Fernando Barbosa,Android 5.1.1,Quitandeiro,0
Dr. Lucas Costa,Android 4.4,Engenheiro de petróleo,0
Valentina Souza,3579148211918935,41 7267-0995,1
João Vitor Santos,Android 8.0.0,Co-piloto,0
Pedro Oliveira,Android 2.0,Técnico em edificações,0
Otávio Caldeira,Android 1.1,Quiropraxista,0
Emanuel Ribeiro,3553534760679665,61 2957-2232,1
Vitor Hugo Cardoso,6011708623586619,0900 677 4122,1
Diego Lima,Android 8.1.0,Dublê,0
Alícia Jesus,676124484418,(021) 1292-8385,1
Sabrina Silveira,3522350824294591,(071) 8383-6907,1
Sr. Marcelo Ferreira,2256764229852460,+55 (051) 3934 9168,1
Srta. Bianca da Cunha,676150547294,+55 71 9718-2484,1
Gustavo Henrique Costela,36710835203193,71 2267 1883,1
Srta. Alexia Castro,4160922498221026635,+55 (031) 1233-8510,1
Breno Dias,Android 3.2.5,Fundidor de placa de gesso,0
Joana da Conceição,2261445804852819,+55 (081) 6411-1228,1
Ana Laura Campos,Android 2.0,Eletricista de automóveis,0
Lucas Mendes,Android 4.4.2,Tecnólogo em negócios imobiliários,0
Gabrielly da Mata,3564136538575048,+55 21 4490-9816,1
Marcos Vinicius da Luz,Android 5.0,Cadeirinha,0
Maysa Costela,Android 8.0.0,Leão de chácara,0
Dr. João da Luz,Android 3.2.3,Cientista social,0
Sophie Pires,344762579132101,31 5723 6909,1
Heloísa Campos,4791243010548692,(031) 0288-0615,1
Breno Lopes,4430183274732246389,(084) 5349 6693,1
Daniel Rocha,4144848079772704,71 8943 8403,1
João Lucas da Luz,Android 4.0.1,Carnavalesco,0
Cecília Ribeiro,Android 3.2,Encanador,0
Daniel Silveira,Android 3.2,Gastroenterologista,0
Augusto Moreira,Android 4.4.2,Degustador,0
Dra. Manuela das Neves,379681016814394,0500-129-3953,1
Yuri Monteiro,Android 8.0.0,Médico legista,0
Vitória Mendes,213192341954897,+55 (051) 1866-3577,1
Maria Vitória Nogueira,3528803565060310,0500-103-4928,1
Catarina Rezende,Android 7.1.2,Engenheiro industrial,0
Ana Luiza Freitas,Android 2.0.1,Intérprete de Bíblias,0
Sra. Catarina da Paz,4332584187337666,+55 (021) 7479-7025,1
Elisa Fernandes,2318317599292639,(051) 3912-8439,1
Luigi Novaes,6574719981927054,0900 675 9244,1
Luigi Nascimento,Android 4.0.4,Estampador de tecidos,0
Daniela Araújo,Android 4.3.1,Ferramenteiro,0
Isadora Silva,Android 4.4.3,Salva-vidas,0
Diogo Sales,Android 7.1,Garçom,0
Maria Fernanda Rezende,Android 2.3.6,Capitão,0
Thales Ferreira,30144788318327,+55 (061) 6809-8485,1
Antônio Fogaça,569795360159,(031) 8787-8350,1
Bianca Cavalcanti,Android 4.4,Nadador,0
Vinicius Vieira,Android 3.2.2,Marcador de luz,0
Gabriel Cavalcanti,Android 8.0.0,Ecólogo,0
Juan Silveira,4167355055160484,(061) 4609-6083,1
Maysa Nascimento,Android 2.3,Lutador de taekwondo,0
Thales Rezende,30251365068462,81 4686 9054,1
Raquel da Rosa,Android 1.1,Representante comercial,0
Maysa Almeida,180063720389691,+55 21 8127-2788,1
Brenda Araújo,30366730608519,+55 (031) 7991-2208,1
Vicente Carvalho,Android 3.2.4,Tecnólogo em jogos digitais,0
Marcelo Ferreira,3577773738176550,+55 (011) 4466-7445,1
Maria Eduarda Almeida,Android 4.2,Supervisor,0
Emanuella Pires,3513452686279263,+55 (031) 0068 1410,1
João Guilherme Pereira,573175819602,(081) 9499-5203,1
Miguel Campos,2295085948823993,+55 11 1305 7646,1
Gabriela da Cruz,Android 3.0,Engenheiro de segurança do trabalho,0
Eduardo Cardoso,Android 2.3.2,Tecnólogo em silvicultura,0
Eduardo Alves,2581035938164760,+55 (041) 6860 5398,1
Vicente Oliveira,Android 5.0.1,Engenheiro de materiais,0
Isis Silva,4981522792517482,+55 (031) 8314-4314,1
Yago Fogaça,4212110666648,+55 71 2474 0190,1
Bryan da Cruz,Android 3.2.3,Vereador,0
Igor das Neves,180060653634978,0500-854-1212,1
Thiago Alves,4826697312812974,21 6441 6144,1
Sr. Juan da Costa,Android 2.0.1,Artesão,0
Joana Gonçalves,36402757601923,+55 81 2091 9515,1
Murilo Pinto,6505510805928475,(084) 6176-4591,1
Sra. Giovanna Barbosa,4764945454066016290,(041) 7945 1269,1
Marina Pires,Android 4.0,Paisagista,0
Renan Cardoso,Android 4.2.1,Lutador de taekwondo,0
Vitor Araújo,4331683969000665,0900-064-4655,1
Dr. Pedro Lucas Ribeiro,6504850826152221,(031) 3745-3834,1
Benjamin Nunes,3576736749174790,+55 (071) 9689-4329,1
Valentina Correia,Android 7.1.2,Massagista,0
Benício Freitas,Android 8.1.0,Plastimodelista,0
Pedro Miguel Ribeiro,6518736258716076,+55 21 5839 4933,1
Carlos Eduardo Novaes,375410674736051,(084) 2027 3512,1
Maria Cecília Ramos,501876773703,+55 81 8638-1952,1
Maria Eduarda Cunha,Android 2.0,Tecelão,0
Isabella Pereira,30392384845017,+55 (071) 8066-5536,1
Dr. Pedro Miguel Farias,Android 1.6,Designer de produto ou desenhista industrial,0
Clarice Moura,4585533860926618140,0300-763-1057,1
Lara Nascimento,Android 11,Balconista,0
Erick da Conceição,Android 5.0,Telefonista,0
Ana Laura Cavalcanti,Android 4.0.2,Amolador de ferramentas,0
Bruno Jesus,Android 4.4.4,Terapeuta Holístico,0
Maitê Novaes,Android 2.3.1,Transportador,0
Pedro Henrique Castro,Android 4.1.2,Aeronauta,0
Daniela Castro,Android 4.0.2,Trompetista,0
Davi Lucca Campos,370765351161039,0300 585 0259,1
Sr. Renan Silva,Android 3.2,Cenotécnico,0
Vicente da Mota,Android 3.2.2,Oculista,0
Francisco Almeida,676308164612,51 5316 5010,1
Lucas Gabriel Lima,Android 5.1.1,Técnico tributarista,0
Bernardo Pinto,Android 2.3.5,Fisioterapeuta,0
Milena Fernandes,Android 11,Pesquisador,0
Sr. Otávio Viana,Android 4.0,Assistente administrativo,0
Eduarda da Rocha,30596766380829,21 2641 5746,1
João Miguel Duarte,180076849022456,+55 71 8545 5840,1
Ana Luiza da Luz,378588013038201,(081) 7910 9437,1
Emanuel Costa,Android 3.2,Apresentador,0
Maria Julia Costa,Android 5.0.2,Profissional de efeitos especiais,0
Dr. Vicente Silva,Android 4.2.1,Motofrete,0
Lucca Azevedo,Android 4.4.1,Urbanista,0
Sarah da Rosa,Android 8.0.0,Classificador contábil,0
Sophie Monteiro,4461827952400067,84 8851 1638,1
Danilo Moura,4527964104861,31 9011 0996,1
Gustavo Henrique Nunes,3576190591925406,(084) 0009-8508,1
Gustavo Henrique Lima,Android 4.1.2,Massoterapeuta,0
Isis da Mata,3536149535034336,+55 41 7539-1929,1
Ana Júlia Rocha,Android 3.2.2,Geofísico,0
Raquel Rocha,Android 4.2.1,Aeroviário,0
Lorenzo Fogaça,Android 7.1.1,Assistente de direção,0
Sofia Rocha,Android 3.2.4,Lutador de kung fu,0
João Guilherme Martins,6536088453855103,(084) 1771 9427,1
Sr. Otávio Teixeira,30290822642717,21 1867-8944,1
Ian Nunes,Android 4.0.3,Promotor de eventos,0
Sr. Bernardo Monteiro,Android 7.1.2,Administrador,0
Beatriz Silva,Android 2.2,Lactarista hospitalar,0
Miguel Santos,4458790635176794223,71 7008-7847,1
Luna Lopes,Android 8.1.0,Técnico em segurança do trabalho,0
Anthony Viana,4607065601760343,+55 84 9155 2484,1
Daniela da Luz,Android 9,Editor,0
Maria Fernanda Monteiro,Android 2.3.1,Profissional de informática,0
Lorena Fogaça,30449544718078,+55 (084) 7097-6613,1
Larissa Sales,Android 4.4,Cadeirinha,0
Kevin da Mota,Android 2.3.6,Modelo,0
Sr. Vinicius das Neves,Android 4.0.1,Naturólogo,0
Evelyn Nascimento,4103462603696448885,(011) 4017 5806,1
Kamilly Pinto,Android 1.5,Nutrologista,0
Bruno Duarte,060449377237,+55 (041) 7142 3847,1
Amanda Mendes,Android 4.4.4,Estivador,0
Arthur Moraes,379187896619671,(051) 0190-6680,1
Eduarda Costela,213155065517109,+55 (041) 4266 7573,1
Vitória da Rosa,Android 3.2,Historiador,0
Murilo Pereira,563712770376,+55 (031) 8381-7436,1
Emilly Farias,Android 2.1,Leiteiro,0
Laura Moreira,Android 6.0,Auditor,0
Davi Lucas Teixeira,Android 2.2.1,Operador de telemarketing,0
Gabriela da Paz,4509807402279679,+55 61 3321 4379,1
Natália Cardoso,Android 2.0.1,Estampador de tecidos,0
Danilo Barbosa,348638881103921,31 4596-4715,1
Carolina Nogueira,4064851928336818,(021) 7699 7377,1
Diogo Silva,30581349991128,+55 (051) 6739-7395,1
Dr. Bruno Pinto,180005971551834,+55 (061) 5993 7729,1
Lavínia da Costa,Android 4.0.2,Espeleologista,0
Dr. Daniel Caldeira,2229585866491104,(084) 0581-9219,1
Ana Beatriz Jesus,639040890316,+55 (051) 0848-3088,1
Gabriela Costela,Android 4.4.3,Engenheiro de manufatura,0
Sr. Pedro Peixoto,Android 9,Economista doméstico,0
Bruna da Rosa,3510796125162321,(084) 9897 3279,1
Sr. Enrico Viana,Android 3.0,Vigia parlamentar,0
Bernardo da Mata,Android 4.0.3,Portuário,0
Sabrina Rezende,060471693717,+55 (051) 3726-9120,1
Lucas Gabriel Dias,Android 4.4,Lutador de taekwondo,0
Maria Teixeira,342570542376404,+55 81 8303 5458,1
Daniel Peixoto,3561878547452874,(011) 3456 3474,1
Sr. Ian Ramos,Android 4.0,Webmaster,0
Paulo Barros,Android 1.1,Recreador,0
Augusto Fernandes,4403269435345638,+55 61 7883-1815,1
Caio Cunha,Android 5.0.1,Faxineiro,0
Camila Duarte,4682602885910307,(061) 1486 8261,1
Ana Beatriz Ramos,3596204960200881,0300-853-8487,1
Maitê Araújo,587814970139,(081) 5948-2214,1
Lara da Costa,Android 2.2.3,Zelador,0
Luiz Felipe Costa,Android 2.2,Estatístico,0
Maria Vitória Duarte,180074690047243,41 4387 5194,1
Lucas Pinto,30148692096051,31 7261-0144,1
Maria Fernanda Rocha,4977219569840793,+55 (041) 2753-3649,1
Arthur Moreira,Android 2.3.1,Vigia parlamentar,0
Sr. Lucca das Neves,Android 4.0,Tecnólogo em navegação fluvial,0
Sra. Ana Fogaça,3511786628210205,+55 61 7637 3171,1
Sr. Antônio Alves,4927727313093049,(051) 7691-6329,1
Sabrina Monteiro,30581610502810,+55 (011) 5229 0070,1
Sophia Rodrigues,370970458039332,+55 (084) 5556-4951,1
Luiz Fernando Cardoso,Android 4.3,Cartógrafo,0
João Pedro Dias,372586064869678,21 5281 9538,1
Joana Costa,Android 4.0.2,Engenheiro petroquímico,0
Luiz Felipe da Mata,Android 6.0,Dançarino,0
Dr. João Miguel Costela,3568381129961985,(041) 8021-7587,1
Sr. João Felipe Farias,Android 2.1,Kite-surfer,0
Isadora Ramos,4392471884640,+55 71 6763 0374,1
Ana Vitória Aragão,4920262406063327602,41 1292 1492,1
Sra. Giovanna Almeida,4227003388068085,+55 41 5476-0677,1
Miguel Pinto,Android 2.3.2,Engenheiro aeronáutico,0
Maria Alves,4391685778740024,+55 (061) 9866 6491,1
Levi Moreira,Android 4.0.4,Restaurador,0
Sra. Rafaela da Mota,6011908786201333,61 7717-1167,1
João Lucas Barros,4544215744882,41 2394 1413,1
Bruno Teixeira,4965923540338696262,+55 (051) 6597-6471,1
João Felipe Almeida,Android 9,Maquinista,0
André da Cruz,6011552878927296,(031) 5448-9231,1
Cecília Costa,4227803405927936,(041) 1911-8804,1
Dr. Fernando Aragão,Android 2.2.1,Capataz,0
Arthur Ferreira,Android 4.4.2,Terapeuta floral,0
Sr. Otávio Rezende,3596636929929862,+55 (084) 5349 3992,1
Isaac da Cunha,Android 5.0,Historiador,0
João Gabriel Fogaça,2222705653813396,81 3145 5944,1
Maria Vitória Silva,4305928591485,(071) 3524-0409,1
Clarice Costa,4582853119017796,0500 620 9304,1
Luiz Gustavo Cardoso,Android 4.4.4,Kite-surfer,0
Sr. João Felipe Sales,4416659424637893,84 0846-6671,1
Laís Cardoso,3565789625288351,+55 31 9752 9150,1
Luiz Otávio Costa,Android 3.2.3,Gerente de vendas,0
Calebe Rodrigues,30021282086487,+55 (061) 5188 1460,1
Isaac Pires,Android 2.3.7,Pizzaiolo,0
Vicente Santos,Android 5.1.1,Jogador de basquete,0
Pedro da Cruz,Android 7.1.2,Paisagista,0
Luana Barros,4907551590077739,+55 31 0064-6279,1
Juan Nunes,4805486498932,0900 875 9644,1
Juliana da Rosa,3596682927115427,(051) 9170 1361,1
Marcela Almeida,Android 4.1.1,Lavador de veículos,0
Pedro Henrique Azevedo,4880681038755553,+55 84 2148 0430,1
Theo Pinto,344578880980032,+55 (084) 9452-7866,1
Dr. Marcelo Pinto,3569452211887351,+55 (084) 8554-6296,1
Sophie Correia,Android 4.2.2,Relações públicas,0
Elisa da Luz,Android 2.0,Classificador contábil,0
Otávio da Mata,4603790675116114,(061) 5942 3786,1
Dra. Bárbara da Mota,3546350931722577,81 8020 8792,1
Alexia da Cruz,180052435232957,+55 (031) 3973-4153,1
Luiza Rocha,4966006691474986,0300-904-1056,1
Vinicius Barros,Android 4.4.2,Naturólogo,0
Maria Luiza Silveira,2472747143127794,31 2104-4204,1
Maria Eduarda Carvalho,374469812395122,+55 21 4259 5768,1
Emanuel Gonçalves,Android 2.3.4,Maquiador,0
Maysa Fogaça,060413855002,41 1627-8477,1
Maysa Moura,213155737266267,(021) 2366 2930,1
Emanuelly Nogueira,Android 6.0.1,Astrônomo,0
Evelyn Costa,4074923889241,(031) 6575-8009,1
Alícia Silva,060427974781,(041) 6029 9212,1
Leonardo Costa,4883449048783065,31 8820-7198,1
Dra. Manuela Fogaça,Android 2.1,Engenheiro mecânico,0
Dra. Maria Sophia Rodrigues,501837191151,(011) 8841-6270,1
Davi Peixoto,4100129611319,0900 538 0422,1
Stephany Caldeira,Android 2.2.3,Tintureiro,0
Sr. Joaquim Barros,Android 5.0.2,Tecnólogo em silvicultura,0
Lívia Aragão,379708538038317,+55 61 8625 0138,1
Caio Fogaça,378699894475352,+55 71 0611 6561,1
Diogo Pereira,4987930109840295,(031) 7208 9609,1
Maria Julia Gonçalves,4891907266389,(021) 8025-8619,1
Eduarda Caldeira,Android 5.0,Engenheiro agrícola,0
Lívia Almeida,503881308707,31 5165 0393,1
Sra. Ana Lívia Duarte,Android 3.2.3,Lavador de veículos,0
Carlos Eduardo Cardoso,Android 8.0.0,Presidente da República,0
Sr. Felipe Viana,3560737455961212,+55 (081) 1577-6956,1
Ana Júlia Azevedo,Android 4.0.2,Cabeleireiro,0
Gustavo Cardoso,Android 3.2.1,Engenheiro têxtil,0
Ana Laura Correia,3543325210773502,(084) 4845-9288,1
Emanuella Ferreira,Android 11,Lutador de taekwondo,0
Levi Cavalcanti,4466392134986,0300 408 4591,1
Maria Cecília Gonçalves,38607979159744,+55 (071) 8530-9029,1
Isis Costela,Android 3.2.2,Quiropraxista,0
Dr. Theo Freitas,3520179529821453,+55 11 3325 4771,1
Isadora Campos,501838097423,21 4350-2127,1
Caroline Cunha,Android 6.0.1,Assistente de câmera,0
Carlos Eduardo Araújo,Android 2.1,Engenheiro de iluminação,0
Stephany Ferreira,4152723384090,61 6569 1710,1
Rafaela Cavalcanti,Android 2.0,Lanterneiro,0
Sr. Igor Viana,4308933342506,(041) 0176 0517,1
Augusto Caldeira,Android 4.3,Cancerologista ou Oncologista,0
Dr. Benício Gonçalves,Android 1.1,Plastimodelista,0
Maria Sophia da Paz,Android 5.1.1,Astrólogo,0
Isis Martins,Android 2.2.3,Crítico,0
Renan Cavalcanti,Android 2.3.3,Tatuador,0
